HHID,Parcel_ID,Field_ID,depth_bottom,Depth.range,Zone,AEZ,N_Degree,N_Minute,E_Degree,E_Minute,SSN,AcidCarbon,Acidified.Nitrogen,Total.Carbon,Total.Nitrogen,Clay,Sand,Silt,Code.y,Code.x,lat,long
1302,1,3,20,0-20cm,Borena,Weyna Dega,5,22.213,38,17.15,icr116288,1.075662664,0.085273066,1.112239366,0.089109288,52.99100055,17.54661338,14.82348429,1302.1.3.20,1302.1.3.20,5.370216667,38.28583333
1303,1,2,20,0-20cm,Borena,Weyna Dega,5,22.077,38,17.035,icr116291,1.266792945,0.099615233,1.280534011,0.102592505,45.14921534,28.63939718,26.0485105,1303.1.2.20,1303.1.2.20,5.36795,38.28391667
1303,1,4,20,0-20cm,Borena,Weyna Dega,5,22.219,38,16.839,icr116293,1.645773687,0.125933919,1.673140532,0.130534723,48.46579026,26.2659409,27.74023393,1303.1.4.20,1303.1.4.20,5.370316667,38.28065
1305,1,2,20,0-20cm,Borena,Weyna Dega,5,21.648,38,17.174,icr116299,0.971399771,0.075234614,0.985174549,0.07695329,40.71866817,40.02054466,26.89734929,1305.1.2.20,1305.1.2.20,5.3608,38.28623333
1306,1,3,20,0-20cm,Borena,Weyna Dega,5,21.747,38,16.358,icr116303,1.664978363,0.121791692,1.671394808,0.124717271,47.19863925,24.14751432,29.19633128,1306.1.3.20,1306.1.3.20,5.36245,38.27263333
1307,1,3,20,0-20cm,Borena,Weyna Dega,5,20.279,38,15.981,icr116305,1.429685458,0.110700084,1.405220099,0.110840667,33.1401997,51.35304143,42.21716941,1307.1.3.20,1307.1.3.20,5.337983333,38.26635
1308,1,2,20,0-20cm,Borena,Weyna Dega,5,20.977,38,17.303,icr116307,0.881563641,0.068218534,0.938990719,0.072291472,53.43718171,20.4064056,15.07049065,1308.1.2.20,1308.1.2.20,5.349616667,38.28838333
1309,3,2,20,0-20cm,Borena,Weyna Dega,5,22.312,38,17.707,icr116311,1.150101037,0.089475785,1.246040697,0.095134193,60.71574029,16.11799837,16.20709968,1309.3.2.20,1309.3.2.20,5.371866667,38.29511667
1310,1,2,20,0-20cm,Borena,Weyna Dega,5,19.172,38,13.281,icr116313,1.267941978,0.100221274,1.313387469,0.10630739,49.2002854,24.89112125,23.63543215,1310.1.2.20,1310.1.2.20,5.319533333,38.22135
1401,1,2,20,0-20cm,Borena,Upper Kolla,5,28.33,38,31.48,icr116320,2.010315634,0.168479883,2.046753995,0.179502699,62.30731446,10.03708758,15.996254,1401.1.2.20,1401.1.2.20,5.472166667,38.52466667
1401,1,3,20,0-20cm,Borena,Upper Kolla,5,28.331,38,31.479,icr116322,1.562083199,0.117783758,1.653433499,0.125631759,57.29960115,20.96546035,20.52782952,1401.1.3.20,1401.1.3.20,5.472183333,38.52465
1402,2,1,20,0-20cm,Borena,Upper Kolla,5,28.265,38,31.786,icr116325,1.4891365,0.115457999,1.549261518,0.123012032,55.15289994,19.59314419,18.96681917,1402.2.1.20,1402.2.1.20,5.471083333,38.52976667
1403,1,2,20,0-20cm,Borena,Upper Kolla,5,28.555,38,31.615,icr116327,2.117751888,0.168490623,2.144795372,0.179070663,57.82056364,14.81786919,23.50475709,1403.1.2.20,1403.1.2.20,5.475916667,38.52691667
1404,2,2,20,0-20cm,Borena,Upper Kolla,5,27.803,38,31.57,icr116331,2.238885662,0.183773708,2.294863855,0.195686758,63.10053761,8.990468409,15.02344932,1404.2.2.20,1404.2.2.20,5.463383333,38.52616667
1405,1,2,20,0-20cm,Borena,Upper Kolla,5,27.955,38,31.475,icr116333,2.484388515,0.205128209,2.571454215,0.22052896,68.63710906,7.275224921,14.79354309,1405.1.2.20,1405.1.2.20,5.465916667,38.52458333
1405,1,3,20,0-20cm,Borena,Upper Kolla,5,27.953,38,31.474,icr116334,2.158449825,0.17142636,2.261306442,0.18373012,70.77940805,7.810975337,12.78087955,1405.1.3.20,1405.1.3.20,5.465883333,38.52456667
1406,1,2,20,0-20cm,Borena,Upper Kolla,5,28.078,38,31.317,icr116336,2.690623036,0.221148281,2.775144549,0.237910397,71.00268334,6.285658382,14.53374574,1406.1.2.20,1406.1.2.20,5.467966667,38.52195
1407,1,2,20,0-20cm,Borena,Upper Kolla,5,28.111,38,31.279,icr116338,3.931482557,0.321241496,4.002847853,0.342716056,62.58074285,9.146364349,24.00579934,1407.1.2.20,1407.1.2.20,5.468516667,38.52131667
1408,1,2,20,0-20cm,Borena,Upper Kolla,5,28.017,38,31.257,icr116340,2.116600721,0.166699383,2.21454662,0.176400293,61.50340955,12.18952343,16.30156748,1408.1.2.20,1408.1.2.20,5.46695,38.52095
1409,2,1,20,0-20cm,Borena,Upper Kolla,5,28.122,38,31.375,icr116342,2.160018487,0.175956609,2.219247851,0.186147061,57.1057701,11.97046376,19.61670081,1409.2.1.20,1409.2.1.20,5.4687,38.52291667
1410,1,2,20,0-20cm,Borena,Upper Kolla,5,20.102,38,31.377,icr116344,2.109800069,0.162993649,2.169749188,0.174487001,66.66878298,11.94437154,18.00523348,1410.1.2.20,1410.1.2.20,5.335033333,38.52295
1411,1,2,20,0-20cm,Borena,Upper Kolla,5,28.178,38,31.527,icr116347,2.112131797,0.163049655,2.202861326,0.173249204,56.51660278,15.66677463,23.66056994,1411.1.2.20,1411.1.2.20,5.469633333,38.52545
1412,1,2,20,0-20cm,Borena,Upper Kolla,5,28.098,38,31.489,icr116350,1.865889239,0.148597998,1.940310309,0.158766718,64.32755106,10.77359354,14.86799696,1412.1.2.20,1412.1.2.20,5.4683,38.52481667
1501,1,2,20,0-20cm,Borena,Upper Kolla,5,30.604,38,36.622,icr116352,1.349627681,0.097158346,1.436975926,0.101144703,48.01504372,22.82843281,22.86034982,1501.1.2.20,1501.1.2.20,5.510066667,38.61036667
1501,1,3,20,0-20cm,Borena,Upper Kolla,5,30.605,38,36.638,icr116354,1.842765118,0.133153366,1.923179743,0.138984167,49.45574565,20.31983949,26.25799663,1501.1.3.20,1501.1.3.20,5.510083333,38.61063333
1502,1,2,20,0-20cm,Borena,Upper Kolla,5,30.372,38,36.567,icr116356,2.058246911,0.152760539,2.148049552,0.159427885,47.70750901,19.14600043,29.13070913,1502.1.2.20,1502.1.2.20,5.5062,38.60945
1503,1,2,20,0-20cm,Borena,Upper Kolla,5,30.055,38,36.652,icr116358,1.573251016,0.10956797,1.67779826,0.114008006,52.81028131,24.07356099,23.36654782,1503.1.2.20,1503.1.2.20,5.500916667,38.61086667
1503,1,3,20,0-20cm,Borena,Upper Kolla,5,30.046,38,36.662,icr116360,1.566716564,0.114224058,1.629869158,0.119851284,52.06947214,18.73551673,22.1213494,1503.1.3.20,1503.1.3.20,5.500766667,38.61103333
1504,1,2,20,0-20cm,Borena,Upper Kolla,5,30.247,38,36.93,icr116362,2.093776893,0.148443701,2.240202106,0.15544657,48.27921641,21.04072114,28.63983381,1504.1.2.20,1504.1.2.20,5.504116667,38.6155
1505,1,2,20,0-20cm,Borena,Upper Kolla,5,30.038,38,36.875,icr116364,1.830800772,0.126030713,1.955610434,0.131546161,50.13755319,25.02732083,26.3043967,1505.1.2.20,1505.1.2.20,5.500633333,38.61458333
1505,1,3,20,0-20cm,Borena,Upper Kolla,5,30.065,38,36.873,icr116366,2.222664234,0.1605869,2.322558631,0.167880822,51.02978752,16.8155395,25.53517754,1505.1.3.20,1505.1.3.20,5.501083333,38.61455
1506,1,3,20,0-20cm,Borena,Upper Kolla,5,30.296,38,36.874,icr116368,2.208932415,0.161265687,2.352317805,0.169263818,51.82188005,15.64610461,25.25435671,1506.1.3.20,1506.1.3.20,5.504933333,38.61456667
1507,2,1,20,0-20cm,Borena,Upper Kolla,5,37.223,38,14.707,icr116372,1.351869729,0.097589802,1.436057859,0.102632412,50.4998332,21.70927079,22.80696292,1507.2.1.20,1507.2.1.20,5.620383333,38.24511667
1508,1,2,20,0-20cm,Borena,Upper Kolla,5,30.012,38,36.657,icr116374,1.512244981,0.107854601,1.584159355,0.113213825,50.42866308,24.59416712,25.99785469,1508.1.2.20,1508.1.2.20,5.5002,38.61095
1509,1,2,20,0-20cm,Borena,Upper Kolla,5,30.874,38,36.447,icr116378,1.494312903,0.106802105,1.584934862,0.111537797,48.93238628,25.03154065,25.77819887,1509.1.2.20,1509.1.2.20,5.514566667,38.60745
1509,1,3,20,0-20cm,Borena,Upper Kolla,5,30.888,38,36.43,icr116380,1.554325451,0.110358222,1.651147021,0.115301195,50.51814526,23.8299172,24.80323013,1509.1.3.20,1509.1.3.20,5.5148,38.60716667
1510,2,1,20,0-20cm,Borena,Upper Kolla,5,29.513,38,36.776,icr116382,2.38819545,0.175378226,2.522303174,0.184205095,54.13538846,14.94235913,25.51688515,1510.2.1.20,1510.2.1.20,5.491883333,38.61293333
1511,2,2,20,0-20cm,Borena,Upper Kolla,5,29.2,38,36.759,icr116386,2.517319692,0.187165177,2.669967082,0.199403889,60.62380581,10.92740246,21.13017135,1511.2.2.20,1511.2.2.20,5.486666667,38.61265
1511,2,3,20,0-20cm,Borena,Upper Kolla,5,29.248,38,36.765,icr116388,2.041776464,0.149756617,2.126460859,0.157576155,58.01424854,14.27644165,21.94335443,1511.2.3.20,1511.2.3.20,5.487466667,38.61275
1601,1,2,20,0-20cm,Borena,Upper Kolla,6,5.677,38,5.633,icr116392,2.370017335,0.185244999,2.381029837,0.192288901,51.64877218,14.15324679,29.26242787,1601.1.2.20,1601.1.2.20,6.094616667,38.09388333
1601,2,1,20,0-20cm,Borena,Upper Kolla,6,5.678,38,5.678,icr116394,2.479458978,0.194912249,2.489285234,0.202343751,50.23388074,14.76545788,31.29928908,1601.2.1.20,1601.2.1.20,6.094633333,38.09463333
1602,1,2,20,0-20cm,Borena,Upper Kolla,6,19.62,39,14.253,icr116396,2.375044404,0.186399198,2.481721145,0.197032263,66.96140196,7.166526093,18.34975413,1602.1.2.20,1602.1.2.20,6.327,39.23755
1602,2,1,20,0-20cm,Borena,Upper Kolla,6,20.675,38,14.705,icr116398,2.253833457,0.178003309,2.355665604,0.187979781,66.05764315,7.551250699,18.99338357,1602.2.1.20,1602.2.1.20,6.344583333,38.24508333
1603,2,1,20,0-20cm,Borena,Upper Kolla,6,19.954,38,14.951,icr116400,2.232368515,0.172955501,2.247039589,0.183224043,76.71251152,6.899333382,13.91603331,1603.2.1.20,1603.2.1.20,6.332566667,38.24918333
1603,2,2,20,0-20cm,Borena,Upper Kolla,6,19.964,38,14.938,icr116402,3.109828531,0.244151256,3.130186729,0.259724241,78.8931553,6.169154828,17.64389461,1603.2.2.20,1603.2.2.20,6.332733333,38.24896667
1604,2,1,20,0-20cm,Borena,Upper Kolla,6,20.154,38,15.133,icr116404,2.876710264,0.228914146,2.978694849,0.244468638,71.14707915,4.945908254,16.32774271,1604.2.1.20,1604.2.1.20,6.3359,38.25221667
1604,2,2,20,0-20cm,Borena,Upper Kolla,6,20.148,38,15.127,icr116406,2.805737963,0.222925428,2.916204827,0.237661123,70.75873351,5.135597519,16.32419853,1604.2.2.20,1604.2.2.20,6.3358,38.25211667
1606,1,2,20,0-20cm,Borena,Upper Kolla,6,20.075,36,15.165,icr116409,2.230319842,0.177181561,2.239131839,0.187649403,73.24498548,6.824033594,15.69782204,1606.1.2.20,1606.1.2.20,6.334583333,36.25275
1608,2,2,20,0-20cm,Borena,Upper Kolla,6,19.673,38,13.654,icr116418,2.805326437,0.217050087,2.84089982,0.225419595,53.51368738,13.25989108,30.45821978,1608.2.2.20,1608.2.2.20,6.327883333,38.22756667
