HHID,Parcel_ID,Field_ID,depth_bottom,Depth.range,Zone,AEZ,N_Degree,N_Minute,E_Degree,E_Minute,SSN,AcidCarbon,Acidified.Nitrogen,Total.Carbon,Total.Nitrogen,Clay,Sand,Silt,Code.y,Code.x,lat,long
6106,1,2,20,0-20cm,E. Wellega,Weyna Dega,9,13.437,36,56.13,icr118299,3.715070021,0.295861855,3.708824087,0.318271608,86.47534274,3.726061732,11.41088773,6106.1.2.20,6106.1.2.20,9.22395,36.9355
6106,1,3,20,0-20cm,E. Wellega,Weyna Dega,9,12.686,36,55.982,icr118300,3.504111663,0.282102478,3.515861622,0.301578207,81.3346002,4.593199243,13.29067768,6106.1.3.20,6106.1.3.20,9.211433333,36.93303333
6107,1,2,20,0-20cm,E. Wellega,Weyna Dega,9,13.226,36,55.728,icr118303,3.823869475,0.314050846,3.816787663,0.33768712,84.44734971,3.372622617,10.94592333,6107.1.2.20,6107.1.2.20,9.220433333,36.9288
6107,1,6,20,0-20cm,E. Wellega,Weyna Dega,9,14.052,36,56.096,icr118306,3.414419779,0.278274617,3.447864361,0.298550901,80.2906521,4.075808572,12.05779456,6107.1.6.20,6107.1.6.20,9.2342,36.93493333
6108,2,1,20,0-20cm,E. Wellega,Weyna Dega,9,13.601,36,55.883,icr118308,3.448185746,0.281644777,3.483257428,0.302387244,82.6171175,4.018429787,12.27716293,6108.2.1.20,6108.2.1.20,9.226683333,36.93138333
6108,2,2,20,0-20cm,E. Wellega,Weyna Dega,9,13.597,36,55.956,icr118310,3.467078564,0.279715541,3.495539268,0.299260665,82.43990871,4.13492013,11.90995016,6108.2.2.20,6108.2.2.20,9.226616667,36.9326
6109,3,1,20,0-20cm,E. Wellega,Weyna Dega,9,14.462,36,55.394,icr118312,2.997926444,0.243168031,3.045895489,0.261336625,82.10040879,4.152241818,11.05510513,6109.3.1.20,6109.3.1.20,9.241033333,36.92323333
6109,4,1,20,0-20cm,E. Wellega,Weyna Dega,9,14.547,36,55.414,icr118315,4.520630328,0.372990825,4.491278909,0.40442214,86.65735691,2.720023415,11.22013648,6109.4.1.20,6109.4.1.20,9.24245,36.92356667
6110,1,3,20,0-20cm,E. Wellega,Weyna Dega,9,14.09,36,56.077,icr118318,4.950902679,0.398458696,4.996395313,0.428309295,78.30614615,4.252130818,16.52875357,6110.1.3.20,6110.1.3.20,9.234833333,36.93461667
6111,1,2,20,0-20cm,E. Wellega,Weyna Dega,9,14.065,36,56.051,icr118323,3.656738894,0.297250512,3.667284716,0.321082827,83.7739563,3.856814864,12.65800148,6111.1.2.20,6111.1.2.20,9.234416667,36.93418333
6112,1,3,20,0-20cm,E. Wellega,Weyna Dega,9,14.2,36,56.073,icr118325,3.011479334,0.244534175,3.027265753,0.263623836,84.33949678,3.818251929,10.77604719,6112.1.3.20,6112.1.3.20,9.236666667,36.93455
6201,1,7,20,0-20cm,E. Wellega,Weyna Dega,8,50.814,36,55.202,icr118329,1.855936022,0.137353136,1.956414207,0.139077476,37.29659351,23.6253232,34.91173853,6201.1.7.20,6201.1.7.20,8.8469,36.92003333
6201,2,1,20,0-20cm,E. Wellega,Weyna Dega,8,50.854,36,55.6,icr118331,1.834259215,0.143000739,1.866307038,0.14766542,52.09122183,12.58393398,21.12971172,6201.2.1.20,6201.2.1.20,8.847566667,36.92666667
6203,1,5,20,0-20cm,E. Wellega,Weyna Dega,8,50.43,36,54.611,icr118335,2.990115302,0.232716077,3.107056302,0.247877846,72.25061341,4.73240263,14.93105207,6203.1.5.20,6203.1.5.20,8.8405,36.91018333
6203,1,7,20,0-20cm,E. Wellega,Weyna Dega,8,50.451,36,54.573,icr118338,3.706697583,0.291158173,3.808378818,0.310051066,73.21700601,4.325165537,14.81806895,6203.1.7.20,6203.1.7.20,8.84085,36.90955
6204,1,2,20,0-20cm,E. Wellega,Weyna Dega,8,51.105,36,55.218,icr118340,2.995467563,0.237903702,3.031605819,0.251975201,70.5452267,6.658908233,17.84139152,6204.1.2.20,6204.1.2.20,8.85175,36.9203
6204,1,3,20,0-20cm,E. Wellega,Weyna Dega,8,51.146,36,55.215,icr118342,2.502232335,0.199055891,2.519901954,0.210399283,73.85188444,6.247678302,14.86932042,6204.1.3.20,6204.1.3.20,8.852433333,36.92025
6205,1,5,20,0-20cm,E. Wellega,Weyna Dega,8,51.089,36,55.691,icr118346,3.028963588,0.245003088,3.093107571,0.264019376,80.65731238,3.879786458,12.58850551,6205.1.5.20,6205.1.5.20,8.851483333,36.92818333
6205,2,1,20,0-20cm,E. Wellega,Weyna Dega,8,51.243,36,55.534,icr118348,2.27367609,0.179271349,2.4087874,0.192828265,76.09167144,4.471188553,12.64401256,6205.2.1.20,6205.2.1.20,8.85405,36.92556667
6207,1,2,20,0-20cm,E. Wellega,Weyna Dega,8,51.486,36,54.845,icr118355,2.942972712,0.224832422,3.038661238,0.233270926,56.02807861,10.09423284,25.46213606,6207.1.2.20,6207.1.2.20,8.8581,36.91408333
6208,2,1,20,0-20cm,E. Wellega,Weyna Dega,8,52.676,36,55.57,icr118358,3.221853468,0.245139183,3.414670894,0.262891659,71.75729045,4.734421455,16.71827268,6208.2.1.20,6208.2.1.20,8.877933333,36.92616667
6208,3,1,20,0-20cm,E. Wellega,Weyna Dega,8,52.83,36,55.585,icr118360,2.690588178,0.215211934,2.813981925,0.232227992,76.44252412,3.66862366,12.23603984,6208.3.1.20,6208.3.1.20,8.8805,36.92641667
6209,1,2,20,0-20cm,E. Wellega,Weyna Dega,8,53.26,36,55.268,icr118362,3.200942614,0.259257699,3.287012885,0.277593582,79.09627729,4.313687253,14.53747844,6209.1.2.20,6209.1.2.20,8.887666667,36.92113333
6209,1,3,20,0-20cm,E. Wellega,Weyna Dega,8,53.256,36,55.272,icr118364,2.973040157,0.240086796,3.055801151,0.257148204,76.66806745,4.792094642,14.77307749,6209.1.3.20,6209.1.3.20,8.8876,36.9212
6210,1,2,20,0-20cm,E. Wellega,Weyna Dega,8,52.365,36,55.743,icr118366,3.206119651,0.252488484,3.271387142,0.268509098,71.064145,5.180367096,16.38894122,6210.1.2.20,6210.1.2.20,8.87275,36.92905
6210,1,3,20,0-20cm,E. Wellega,Weyna Dega,8,52.362,36,55.746,icr118368,2.492187076,0.196804296,2.561394576,0.208799238,66.32336552,6.471144278,17.16846789,6210.1.3.20,6210.1.3.20,8.8727,36.9291
6211,1,2,20,0-20cm,E. Wellega,Weyna Dega,8,51.75,36,55.567,icr118370,2.455510116,0.20701814,2.562523984,0.223806485,84.32626062,2.678248625,8.747958304,6211.1.2.20,6211.1.2.20,8.8625,36.92611667
6211,2,3,20,0-20cm,E. Wellega,Weyna Dega,8,51.885,36,55.468,icr118372,2.073951583,0.160243028,2.128714937,0.164792564,48.01899117,11.52907006,24.00136789,6211.2.3.20,6211.2.3.20,8.86475,36.92446667
6212,1,2,20,0-20cm,E. Wellega,Weyna Dega,8,51.414,36,55.949,icr118374,2.38784207,0.191981885,2.467415917,0.205545248,78.79503706,4.582113953,11.96210135,6212.1.2.20,6212.1.2.20,8.8569,36.93248333
6212,2,1,20,0-20cm,E. Wellega,Weyna Dega,8,51.467,36,56.004,icr118376,2.791696582,0.217844648,2.886256123,0.232357786,75.45118629,5.314578,15.23908189,6212.2.1.20,6212.2.1.20,8.857783333,36.9334
6301,1,2,20,0-20cm,E. Wellega,Upper Kola,8,36.656,36,42.485,icr118378,2.379039045,0.191488237,2.448660272,0.202832122,65.76103872,6.076404576,16.6634637,6301.1.2.20,6301.1.2.20,8.610933333,36.70808333
6301,2,1,20,0-20cm,E. Wellega,Upper Kola,8,36.375,36,43.304,icr118380,3.420787214,0.248840029,4.00472749,0.260038197,55.0069646,10.15254701,33.65315431,6301.2.1.20,6301.2.1.20,8.60625,36.72173333
6302,1,2,20,0-20cm,E. Wellega,Upper Kola,8,36.418,36,42.835,icr118383,3.177354835,0.245986773,3.365925096,0.258136076,55.04683911,7.635563585,27.92156695,6302.1.2.20,6302.1.2.20,8.606966667,36.71391667
6302,1,8,20,0-20cm,E. Wellega,Upper Kola,8,36.447,36,42.759,icr118385,2.094762374,0.155918759,2.255016846,0.162529551,52.69646746,8.890549852,20.90603215,6302.1.8.20,6302.1.8.20,8.60745,36.71265
6304,1,5,20,0-20cm,E. Wellega,Upper Kola,8,37.096,36,44.28,icr118387,2.652750204,0.206574836,2.769092398,0.217791543,66.15079889,5.870132742,17.99112033,6304.1.5.20,6304.1.5.20,8.618266667,36.738
6304,3,1,20,0-20cm,E. Wellega,Upper Kola,8,37.235,36,44.23,icr118389,2.696705785,0.211747513,2.818237908,0.224459803,60.85872134,6.309049475,20.32431961,6304.3.1.20,6304.3.1.20,8.620583333,36.73716667
6305,1,2,20,0-20cm,E. Wellega,Upper Kola,8,36.777,36,44.45,icr118391,4.598553452,0.36005644,4.738042051,0.379706356,60.39785879,6.318247375,29.91026059,6305.1.2.20,6305.1.2.20,8.61295,36.74083333
6305,1,6,20,0-20cm,E. Wellega,Upper Kola,8,36.756,36,44.461,icr118395,3.638118456,0.278783169,3.761238147,0.293646794,61.60947567,6.603729173,25.60381945,6305.1.6.20,6305.1.6.20,8.6126,36.74101667
6308,1,2,20,0-20cm,E. Wellega,Upper Kola,8,35.783,36,45.071,icr118401,3.481692615,0.268294929,3.601066627,0.284003778,70.06517395,5.643648703,20.57352411,6308.1.2.20,6308.1.2.20,8.596383333,36.75118333
6308,1,6,20,0-20cm,E. Wellega,Upper Kola,8,35.739,36,45.058,icr118403,3.468004058,0.267531318,3.58036584,0.283136769,70.59104325,5.503404291,20.16992762,6308.1.6.20,6308.1.6.20,8.59565,36.75096667
6309,1,7,20,0-20cm,E. Wellega,Upper Kola,8,36.132,36,43.055,icr118406,3.249262705,0.251827567,3.385405499,0.262861888,54.6256825,8.119786529,26.89602409,6309.1.7.20,6309.1.7.20,8.6022,36.71758333
6309,1,9,20,0-20cm,E. Wellega,Upper Kola,8,56.169,36,43.066,icr118408,3.310444103,0.261929604,3.360172176,0.27368902,63.0404429,6.322468976,21.90201253,6309.1.9.20,6309.1.9.20,8.93615,36.71776667
6310,1,3,20,0-20cm,E. Wellega,Upper Kola,8,35.182,36,44.006,icr118410,3.372019722,0.262582795,3.471600414,0.277460053,60.62567277,6.5802819,23.01673092,6310.1.3.20,6310.1.3.20,8.586366667,36.73343333
6310,1,5,20,0-20cm,E. Wellega,Upper Kola,8,35.183,36,44.006,icr118412,3.33891194,0.261504422,3.423218705,0.276736263,60.45540045,6.191063554,21.74220889,6310.1.5.20,6310.1.5.20,8.586383333,36.73343333
6311,1,2,20,0-20cm,E. Wellega,Upper Kola,8,33.39,36,44.222,icr118414,3.80512396,0.290099739,3.877851611,0.302149017,59.11271771,7.881154902,29.21632309,6311.1.2.20,6311.1.2.20,8.5565,36.73703333
6311,1,3,20,0-20cm,E. Wellega,Upper Kola,8,33.384,36,44.218,icr118416,3.720346159,0.284527427,3.794580736,0.29530296,57.16901184,8.57318692,30.06430047,6311.1.3.20,6311.1.3.20,8.5564,36.73696667
6312,1,4,20,0-20cm,E. Wellega,Upper Kola,8,33.447,36,42.807,icr118418,3.393982564,0.257079802,3.508938775,0.268704153,59.32339737,7.675277222,24.95992552,6312.1.4.20,6312.1.4.20,8.55745,36.71345
6312,2,1,20,0-20cm,E. Wellega,Upper Kola,8,33.389,36,42.843,icr118421,3.449171128,0.263316862,3.530050395,0.274835208,59.91040159,7.57486777,25.42270046,6312.2.1.20,6312.2.1.20,8.556483333,36.71405
6401,1,7,20,0-20cm,E. Wellega,Weyna Dega,8,42.395,36,35.727,icr118423,3.502486434,0.274774345,3.500047968,0.29082117,78.39819554,5.099468497,16.14217019,6401.1.7.20,6401.1.7.20,8.706583333,36.59545
6401,1,9,20,0-20cm,E. Wellega,Weyna Dega,8,42.405,36,35.71,icr118425,3.410984275,0.272633918,3.368984048,0.28923616,80.84678679,4.629448359,14.43400771,6401.1.9.20,6401.1.9.20,8.70675,36.59516667
6402,1,3,20,0-20cm,E. Wellega,Weyna Dega,8,42.294,36,35.984,icr118427,3.24668983,0.248348891,3.238207482,0.261818985,81.08003936,5.514045045,15.99044575,6402.1.3.20,6402.1.3.20,8.7049,36.59973333
6402,1,5,20,0-20cm,E. Wellega,Weyna Dega,8,42.289,36,35.981,icr118429,3.264116458,0.249758406,3.235491814,0.264863804,82.55519778,5.300533945,16.03909245,6402.1.5.20,6402.1.5.20,8.704816667,36.59968333
