HHID,Parcel_ID,Field_ID,depth_bottom,Depth.range,Zone,AEZ,N_Degree,N_Minute,E_Degree,E_Minute,SSN,AcidCarbon,Acidified.Nitrogen,Total.Carbon,Total.Nitrogen,Clay,Sand,Silt,Code.y,Code.x,lat,long
3008,1,5,20,0-20cm,W. Arsi,Weyna Dega,7,23.282,38,20.734,icr116944,3.308033841,0.239912512,3.235670225,0.251180623,62.96686463,7.072884056,24.72345134,3008.1.5.20,3008.1.5.20,7.388033333,38.34556667
3008,2,3,20,0-20cm,W. Arsi,Weyna Dega,7,23.354,38,20.635,icr116947,3.1578132,0.229763239,3.08748073,0.239763149,60.65440982,7.665729882,25.3108301,3008.2.3.20,3008.2.3.20,7.389233333,38.34391667
3009,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,23.182,38,20.612,icr116950,2.991937043,0.216222766,2.921671842,0.226383746,61.34210412,7.718346357,24.42489886,3009.2.1.20,3009.2.1.20,7.386366667,38.34353333
3009,3,1,20,0-20cm,W. Arsi,Weyna Dega,7,23.184,38,20.583,icr116952,2.592933263,0.187870088,2.537081882,0.196422555,58.68206285,8.757597086,24.66920363,3009.3.1.20,3009.3.1.20,7.3864,38.34305
3010,5,1,20,0-20cm,W. Arsi,Weyna Dega,7,22.761,38,20.828,icr116955,2.56133328,0.186170815,2.545232387,0.194520449,61.92848418,7.441801293,20.9329305,3010.5.1.20,3010.5.1.20,7.37935,38.34713333
3011,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,22.503,38,20.962,icr116958,3.206668982,0.232243605,3.136727266,0.243126406,63.32262897,7.324802232,24.05179996,3011.1.2.20,3011.1.2.20,7.37505,38.34936667
3012,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,22.723,38,20.882,icr116960,3.212382568,0.233232379,3.138952401,0.244300619,63.32452657,7.070730261,23.42730425,3012.1.2.20,3012.1.2.20,7.378716667,38.34803333
3101,3,1,20,0-20cm,W. Arsi,Weyna Dega,7,4.997,38,5.321,icr116962,0.813889284,0.062219928,0.779120317,0.065316195,30.65824079,30.18221214,33.57169183,3101.3.1.20,3101.3.1.20,7.083283333,38.08868333
3101,4,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.514,38,5.747,icr116965,1.326547932,0.097200405,1.297908638,0.101260902,37.70503513,21.51347878,29.92307416,3101.4.1.20,3101.4.1.20,7.1419,38.09578333
3102,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,81,38,6.21,icr116967,1.07401927,0.078994424,1.035707945,0.083475714,30.67658127,30.00401834,36.03428832,3102.1.3.20,3102.1.3.20,8.35,38.1035
3102,2,2,20,0-20cm,W. Arsi,Weyna Dega,7,7.497,38,5.431,icr116969,1.208919383,0.089606605,1.203721564,0.093161717,41.95684875,16.93701509,25.30769497,3102.2.2.20,3102.2.2.20,7.12495,38.09051667
3103,2,2,20,0-20cm,W. Arsi,Weyna Dega,7,8.168,38,6.093,icr116971,0.749840992,0.05557146,0.715784084,0.057400348,26.15901073,45.1706123,34.34313212,3103.2.2.20,3103.2.2.20,7.136133333,38.10155
3103,4,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.978,38,7.347,icr116974,0.942016086,0.071228149,0.901364169,0.075192755,26.75253653,36.32334351,41.17491738,3103.4.1.20,3103.4.1.20,7.149633333,38.12245
3104,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.051,38,5.913,icr116978,1.5137429,0.114204572,1.461198786,0.120948852,33.91659102,21.61704718,39.0995993,3104.2.1.20,3104.2.1.20,7.134183333,38.09855
3105,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,7.901,38,5.905,icr116980,1.509398226,0.112463415,1.449509148,0.118982012,36.3181301,19.87287975,34.90712704,3105.2.1.20,3105.2.1.20,7.131683333,38.09841667
3106,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,8,38,6.364,icr116982,1.388066814,0.102917753,1.344375893,0.10873712,33.32491065,24.3811843,38.147059,3106.1.2.20,3106.1.2.20,7.133333333,38.10606667
3106,2,2,20,0-20cm,W. Arsi,Weyna Dega,7,8.004,38,6.072,icr116985,0.944948219,0.069390226,0.90269979,0.071125204,28.39500289,37.46240949,34.13267665,3106.2.2.20,3106.2.2.20,7.1334,38.1012
3107,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,7.859,38,5.471,icr116987,0.868940285,0.064708233,0.832584936,0.068604063,28.5999884,32.46077942,36.72804547,3107.2.1.20,3107.2.1.20,7.130983333,38.09118333
3107,2,2,20,0-20cm,W. Arsi,Weyna Dega,7,7.837,38,5.996,icr116989,0.789893595,0.059999608,0.750824957,0.06346208,26.27158659,37.83017141,38.88326173,3107.2.2.20,3107.2.2.20,7.130616667,38.09993333
3108,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,7.54,38,45.6,icr116991,1.173463763,0.088104218,1.125042463,0.093258927,31.52500185,26.49463631,38.39557527,3108.1.2.20,3108.1.2.20,7.125666667,38.76
3108,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,7.435,38,6.48,icr116993,1.426723395,0.107617048,1.378780969,0.113734649,31.17274969,28.1065598,44.22550514,3108.1.3.20,3108.1.3.20,7.123916667,38.108
3109,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,7.578,38,6.83,icr116995,1.030548525,0.07783958,0.991893566,0.081893068,28.60727345,32.3489857,39.49795095,3109.1.3.20,3109.1.3.20,7.1263,38.11383333
3109,1,4,20,0-20cm,W. Arsi,Weyna Dega,7,7.552,38,6.824,icr116997,1.024544991,0.077252477,0.982401024,0.081670677,29.07252324,31.49863071,39.76691059,3109.1.4.20,3109.1.4.20,7.125866667,38.11373333
3110,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,7.43,38,7.015,icr116999,0.864188889,0.065594595,0.829471515,0.06932269,26.1080663,38.3374492,41.57492626,3110.1.2.20,3110.1.2.20,7.123833333,38.11691667
3110,1,4,20,0-20cm,W. Arsi,Weyna Dega,7,7.403,38,7.069,icr117001,0.911925592,0.069182726,0.874076835,0.0730241,27.16445949,34.10308133,39.43217427,3110.1.4.20,3110.1.4.20,7.123383333,38.11781667
3111,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,7.244,38,6.295,icr117004,1.054353388,0.080344345,1.010494281,0.084737241,29.5870898,30.22911704,39.19132922,3111.1.2.20,3111.1.2.20,7.120733333,38.10491667
3111,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,7.261,38,6.397,icr117006,1.114886907,0.085141209,1.075837518,0.089543369,30.10147106,28.92728869,39.47932607,3111.1.3.20,3111.1.3.20,7.121016667,38.10661667
3112,1,10,20,0-20cm,W. Arsi,Weyna Dega,7,7.232,38,5.877,icr117010,1.203656251,0.088051177,1.244855169,0.090933121,36.73990308,23.23527512,30.64250487,3112.1.10.20,3112.1.10.20,7.120533333,38.09795
3112,1,11,20,0-20cm,W. Arsi,Weyna Dega,7,7.234,38,25.85,icr117012,0.953266839,0.071773049,0.910697294,0.075436141,32.29628833,28.3005016,32.70558712,3112.1.11.20,3112.1.11.20,7.120566667,38.43083333
3201,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,10.38,38,29.188,icr117014,5.889747271,0.429299062,5.951455317,0.455698652,39.40774472,13.35939922,59.5549258,3201.2.1.20,3201.2.1.20,7.173,38.48646667
3201,3,1,20,0-20cm,W. Arsi,Weyna Dega,7,10.414,38,29.144,icr117016,6.266221992,0.455375308,6.311243737,0.484998275,41.08414111,11.99403073,58.21412069,3201.3.1.20,3201.3.1.20,7.173566667,38.48573333
3202,3,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.755,38,28.66,icr117019,1.804852471,0.133866478,1.7793029,0.14224663,26.33208257,33.9741351,58.51422239,3202.3.1.20,3202.3.1.20,7.145916667,38.47766667
3203,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,10.157,38,29.023,icr117023,5.885930553,0.427607988,5.938755467,0.455437299,40.46250584,12.5999207,56.818269,3203.1.2.20,3203.1.2.20,7.169283333,38.48371667
3203,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,10.178,38,28.986,icr117026,6.103337064,0.449333162,6.14408167,0.476831716,40.27823467,12.42239779,57.27186,3203.1.3.20,3203.1.3.20,7.169633333,38.4831
3204,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,9.736,38,28.942,icr117028,4.883419693,0.361077068,4.880589252,0.383871561,38.23833027,13.98408065,57.39481946,3204.2.1.20,3204.2.1.20,7.162266667,38.48236667
3204,2,2,20,0-20cm,W. Arsi,Weyna Dega,7,9.761,38,28.95,icr117030,5.588817064,0.412020725,5.602473833,0.436296843,40.20404145,12.84477211,53.55132638,3204.2.2.20,3204.2.2.20,7.162683333,38.4825
3205,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,9.72,38,29.023,icr117032,6.012757358,0.442178846,6.060287553,0.470123588,40.11425303,12.52656245,59.22348221,3205.1.3.20,3205.1.3.20,7.162,38.48371667
3205,1,4,20,0-20cm,W. Arsi,Weyna Dega,7,9.728,38,28.992,icr117034,4.953728304,0.366291037,4.96995633,0.389527447,38.18137991,14.59988933,56.90865881,3205.1.4.20,3205.1.4.20,7.162133333,38.4832
3206,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,10.478,38,29.258,icr117037,5.801699944,0.432465629,5.882511725,0.45793874,38.15902842,14.00742154,56.8304583,3206.2.1.20,3206.2.1.20,7.174633333,38.48763333
3207,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,10.05,38,28.952,icr117039,5.806943029,0.427698356,5.828236432,0.455344354,40.80871635,11.99198713,56.50862902,3207.1.2.20,3207.1.2.20,7.1675,38.48253333
3207,1,4,20,0-20cm,W. Arsi,Weyna Dega,7,10.01,38,28.989,icr117041,5.597139946,0.41537303,5.624268707,0.440668207,39.66325474,13.12589376,56.69529152,3207.1.4.20,3207.1.4.20,7.166833333,38.48315
3208,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,10.312,38,28.96,icr117043,5.136715937,0.377369177,5.158677818,0.400816091,37.58682739,14.68128346,60.661757,3208.2.1.20,3208.2.1.20,7.171866667,38.48266667
3208,3,1,20,0-20cm,W. Arsi,Weyna Dega,7,10.493,38,29.037,icr117046,5.632774647,0.4184272,5.600360193,0.444957346,38.39568332,13.52173495,61.40266927,3208.3.1.20,3208.3.1.20,7.174883333,38.48395
3209,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,10.491,38,29.123,icr117048,4.867785626,0.360268658,4.909589273,0.381260436,38.14240348,15.19965075,53.04064006,3209.2.1.20,3209.2.1.20,7.17485,38.48538333
3210,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,10.593,38,28.876,icr117051,3.94410267,0.287298714,3.93135776,0.306000041,36.20595217,15.84238659,54.95958999,3210.1.2.20,3210.1.2.20,7.17655,38.48126667
3211,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,10.434,38,28.584,icr117053,3.169984304,0.234378866,3.160386324,0.247178784,32.65426099,21.3343151,54.37682693,3211.1.2.20,3211.1.2.20,7.1739,38.4764
3211,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,10.639,38,29.11,icr117056,5.640043967,0.417609071,5.638379343,0.446070675,37.72751736,13.79250855,64.45409587,3211.2.1.20,3211.2.1.20,7.177316667,38.48516667
3212,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,10.279,38,28.569,icr117058,4.060083034,0.293701995,4.104221832,0.311805977,34.0278992,18.54027924,57.39979956,3212.1.2.20,3212.1.2.20,7.171316667,38.47615
3212,1,4,20,0-20cm,W. Arsi,Weyna Dega,7,10,38,28.635,icr117060,2.394598781,0.180099021,2.349093928,0.192939446,28.77523984,23.83133559,60.38638019,3212.1.4.20,3212.1.4.20,7.166666667,38.47725
3301,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,7.112,38,36.108,icr117062,4.45984078,0.329268602,4.343206434,0.345283969,58.33235625,9.174866681,34.26916056,3301.2.1.20,3301.2.1.20,7.118533333,38.6018
3301,3,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.141,38,33.268,icr117063,2.508277501,0.193674339,2.454020483,0.202388382,58.5691689,10.45033282,24.98274013,3301.3.1.20,3301.3.1.20,7.135683333,38.55446667
3302,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,8.998,38,35.219,icr117065,6.625743284,0.499248588,6.352152452,0.529586218,57.76530391,7.020694006,41.33761614,3302.1.2.20,3302.1.2.20,7.149966667,38.58698333
3303,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.629,38,34.821,icr117068,4.21095743,0.317688327,4.041438341,0.334731094,54.78694648,8.989280312,35.95777803,3303.2.1.20,3303.2.1.20,7.143816667,38.58035
3303,3,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.612,38,35.425,icr117070,4.651859538,0.349798147,4.475722825,0.366988548,56.52503064,8.639212819,35.35145984,3303.3.1.20,3303.3.1.20,7.143533333,38.59041667
3304,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.874,38,35.252,icr117072,4.60944343,0.343894147,4.45612079,0.360754372,58.2486489,7.8179325,32.6924316,3304.2.1.20,3304.2.1.20,7.1479,38.58753333
3304,3,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.722,38,35.335,icr117074,4.334857242,0.320940683,4.197361833,0.336812061,56.10816213,9.178056451,35.55445841,3304.3.1.20,3304.3.1.20,7.145366667,38.58891667
3305,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,8.549,38,35.381,icr117076,5.149298872,0.383255966,4.94716967,0.399785121,59.98928639,7.890476949,33.61458664,3305.1.2.20,3305.1.2.20,7.142483333,38.58968333
3305,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.189,38,35.495,icr117077,4.748489799,0.355285862,4.601785118,0.373956714,59.69649892,8.126745789,34.23158818,3305.2.1.20,3305.2.1.20,7.136483333,38.59158333
3306,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,8.75,38,35.864,icr117079,4.54963575,0.339963724,4.384746123,0.35855343,59.04500391,8.18643791,33.46396811,3306.1.2.20,3306.1.2.20,7.145833333,38.59773333
3307,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.516,38,35.581,icr117084,4.846828239,0.359179877,4.68766936,0.379780383,61.73538681,7.413045212,32.42374408,3307.2.1.20,3307.2.1.20,7.141933333,38.59301667
3307,2,2,20,0-20cm,W. Arsi,Weyna Dega,7,8.508,38,35.607,icr117086,4.229206071,0.314267342,4.092130081,0.330638044,57.76265289,8.525798325,32.31229116,3307.2.2.20,3307.2.2.20,7.1418,38.59345
3308,6,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.264,38,35.311,icr117088,4.35488347,0.325353836,4.208552738,0.341534396,62.42955551,7.74931453,30.27999676,3308.6.1.20,3308.6.1.20,7.137733333,38.58851667
3309,1,4,20,0-20cm,W. Arsi,Weyna Dega,7,8.291,38,35.36,icr117093,4.241980986,0.319879266,4.097939354,0.335977611,55.87923309,9.035623981,35.29152278,3309.1.4.20,3309.1.4.20,7.138183333,38.58933333
3309,1,6,20,0-20cm,W. Arsi,Weyna Dega,7,8.211,38,35.304,icr117095,4.801324726,0.358029241,4.647853175,0.377837883,56.80633721,8.354225331,35.61271724,3309.1.6.20,3309.1.6.20,7.13685,38.5884
3310,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,8.749,38,35.04,icr117097,5.454555639,0.411601398,5.242154911,0.433290737,56.16001819,8.353758318,39.26116836,3310.1.3.20,3310.1.3.20,7.145816667,38.584
3310,1,5,20,0-20cm,W. Arsi,Weyna Dega,7,8.766,38,35.022,icr117099,3.729783009,0.2716994,3.617138055,0.278478448,49.30031116,12.80654838,35.27803124,3310.1.5.20,3310.1.5.20,7.1461,38.5837
3311,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.608,38,34.859,icr117101,5.163512828,0.383948373,5.008282702,0.404671079,54.15225826,8.720095679,38.23671817,3311.2.1.20,3311.2.1.20,7.143466667,38.58098333
3312,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.412,38,34.672,icr117103,4.672083073,0.349811061,4.50576317,0.368063479,53.86816545,8.833024703,36.86046772,3312.2.1.20,3312.2.1.20,7.1402,38.57786667
3312,2,2,20,0-20cm,W. Arsi,Weyna Dega,7,8.33,38,34.781,icr117105,4.869148914,0.363975501,4.691079929,0.385206397,56.65995034,7.943083967,36.25096198,3312.2.2.20,3312.2.2.20,7.138833333,38.57968333
3401,2,3,20,0-20cm,W. Arsi,Weyna Dega,7,9.937,38,39.767,icr117108,4.366850991,0.329333111,4.280402987,0.347882801,61.66023354,7.948796378,30.41612084,3401.2.3.20,3401.2.3.20,7.165616667,38.66278333
3402,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,9.779,38,39.83,icr117110,6.176495143,0.461929167,6.004142058,0.484548347,67.55163256,6.632719877,31.13861172,3402.1.2.20,3402.1.2.20,7.162983333,38.66383333
3402,1,4,20,0-20cm,W. Arsi,Weyna Dega,7,9.777,38,39.863,icr117112,4.855078731,0.367064464,4.773107251,0.387045369,63.4565064,7.385446448,31.40338946,3402.1.4.20,3402.1.4.20,7.16295,38.66438333
3403,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,9.64,38,39.941,icr117114,5.372666997,0.405336904,5.299780446,0.426337987,63.10154715,7.465663755,34.34149832,3403.1.2.20,3403.1.2.20,7.160666667,38.66568333
3403,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,9.645,38,39.936,icr117116,5.627281919,0.413639255,5.57725273,0.430204972,66.83031828,7.374786354,29.66200822,3403.1.3.20,3403.1.3.20,7.16075,38.6656
3404,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,9.387,38,40.071,icr117118,4.163618711,0.317503088,4.057900303,0.334006563,66.70825405,7.416240431,26.95104994,3404.1.3.20,3404.1.3.20,7.15645,38.66785
3404,1,4,20,0-20cm,W. Arsi,Weyna Dega,7,9.414,38,40.081,icr117120,3.962093066,0.302716102,3.829328858,0.319405786,70.69099808,6.511676276,23.53583717,3404.1.4.20,3404.1.4.20,7.1569,38.66801667
3405,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,9.237,38,40.285,icr117122,4.931933776,0.373829159,4.873698758,0.390033692,62.54255906,8.409034461,31.04707558,3405.2.1.20,3405.2.1.20,7.15395,38.67141667
3405,2,2,20,0-20cm,W. Arsi,Weyna Dega,7,9.237,38,40.277,icr117124,5.01223616,0.389358366,4.863900333,0.409870241,61.54038257,7.945490967,31.59596372,3405.2.2.20,3405.2.2.20,7.15395,38.67128333
3406,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,9.042,38,40.535,icr117126,3.821335523,0.288343082,3.726795485,0.301642937,64.49924975,8.14243646,27.28762572,3406.1.2.20,3406.1.2.20,7.1507,38.67558333
3406,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,9.058,38,40.519,icr117128,3.823904703,0.287110616,3.744654423,0.298765507,66.68862527,8.084813646,25.47625814,3406.1.3.20,3406.1.3.20,7.150966667,38.67531667
3407,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,38.864,38,40.744,icr117130,4.387929123,0.3393807,4.29680766,0.356432843,63.55271804,8.009811066,28.57622575,3407.1.3.20,3407.1.3.20,7.647733333,38.67906667
3407,1,4,20,0-20cm,W. Arsi,Weyna Dega,7,8.861,38,40.741,icr117132,4.879972854,0.374107025,4.789236704,0.392435578,62.69801286,8.004666844,30.39056399,3407.1.4.20,3407.1.4.20,7.147683333,38.67901667
3408,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,8.92,38,40.271,icr117134,6.138004148,0.457640749,6.290996917,0.474939006,65.40495406,7.555421196,34.23893899,3408.1.2.20,3408.1.2.20,7.148666667,38.67118333
3408,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,8.899,38,40.403,icr117136,4.140991905,0.318021156,4.049862941,0.334075867,68.49752132,6.916419934,25.48899155,3408.2.1.20,3408.2.1.20,7.148316667,38.67338333
3409,2,2,20,0-20cm,W. Arsi,Weyna Dega,7,9.207,38,40.183,icr117138,4.1301509,0.321705233,3.966181236,0.339958023,67.00597807,6.818729233,25.90968502,3409.2.2.20,3409.2.2.20,7.15345,38.66971667
3409,2,3,20,0-20cm,W. Arsi,Weyna Dega,7,9.192,38,40.176,icr117140,4.588456199,0.347403791,4.537665213,0.366132875,67.25795369,6.992570838,26.87662201,3409.2.3.20,3409.2.3.20,7.1532,38.6696
3410,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,9.526,38,39.86,icr117142,4.5217678,0.337041491,4.449400263,0.353194833,68.10977983,7.263542553,27.42989735,3410.1.2.20,3410.1.2.20,7.158766667,38.66433333
3410,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,9.512,38,39.852,icr117144,4.258444559,0.320945127,4.19269188,0.335849328,67.38324093,7.298079174,26.69310245,3410.1.3.20,3410.1.3.20,7.158533333,38.6642
3411,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,9.423,38,39.872,icr117146,5.325039741,0.39654308,5.315552603,0.414157029,66.50577321,7.265115954,32.39821159,3411.1.2.20,3411.1.2.20,7.15705,38.66453333
3411,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,9.435,38,39.822,icr117148,5.612663068,0.419396857,5.500898028,0.44095025,64.77038798,7.514770093,33.13878766,3411.1.3.20,3411.1.3.20,7.15725,38.6637
3412,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,9.353,38,39.784,icr117150,5.461852177,0.406999483,5.334322541,0.426172193,67.65996209,6.950290131,30.59116081,3412.1.2.20,3412.1.2.20,7.155883333,38.66306667
3412,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,9.202,38,39.968,icr117152,4.230070957,0.320947783,4.140382731,0.337412533,68.14416706,7.008799291,25.88301454,3412.2.1.20,3412.2.1.20,7.153366667,38.66613333
3501,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,26.53,38,46.394,icr117154,3.859469257,0.277304532,3.866478798,0.288955438,63.20325933,7.784536309,26.33034256,3501.2.1.20,3501.2.1.20,7.442166667,38.77323333
3501,4,1,20,0-20cm,W. Arsi,Weyna Dega,7,29.793,38,42.907,icr117157,2.041701487,0.138811477,2.169181826,0.14068364,44.78927561,16.70639797,27.34336701,3501.4.1.20,3501.4.1.20,7.49655,38.71511667
3502,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,2.367,38,47.012,icr117159,2.66380156,0.18589784,2.769396256,0.190710531,58.40372619,12.00808163,23.25350152,3502.1.2.20,3502.1.2.20,7.03945,38.78353333
3502,1,5,20,0-20cm,W. Arsi,Weyna Dega,7,26.392,38,46.995,icr117161,2.183941873,0.149074856,2.28113711,0.153877267,56.70648397,12.55694589,20.71419463,3502.1.5.20,3502.1.5.20,7.439866667,38.78325
3503,1,2,20,0-20cm,W. Arsi,Weyna Dega,7,25.833,38,47.611,icr117163,2.212951321,0.157769505,2.233213643,0.163784707,62.46440975,10.12092865,20.24294313,3503.1.2.20,3503.1.2.20,7.43055,38.79351667
3503,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,25.853,38,47.564,icr117165,2.356170847,0.171527844,2.354588306,0.177218029,62.54546928,9.537126699,19.5638815,3503.1.3.20,3503.1.3.20,7.430883333,38.79273333
3504,3,1,20,0-20cm,W. Arsi,Weyna Dega,7,26.57,38,47.731,icr117168,2.588816693,0.19290199,2.574644509,0.2009772,61.71438569,9.447582908,22.23488225,3504.3.1.20,3504.3.1.20,7.442833333,38.79551667
3504,4,1,20,0-20cm,W. Arsi,Weyna Dega,7,26.589,38,47.697,icr117170,2.699851364,0.201909824,2.66929553,0.210431534,63.21028441,8.833326157,21.71552735,3504.4.1.20,3504.4.1.20,7.44315,38.79495
3505,1,3,20,0-20cm,W. Arsi,Weyna Dega,7,26.183,38,47.604,icr117173,2.724706259,0.205741095,2.773448079,0.215432229,64.40800209,7.596027278,19.84178537,3505.1.3.20,3505.1.3.20,7.436383333,38.7934
3505,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,26.308,38,47.792,icr117175,2.652282372,0.199209838,2.650398677,0.207715627,65.75754319,8.261962481,19.90968966,3505.2.1.20,3505.2.1.20,7.438466667,38.79653333
3506,2,1,20,0-20cm,W. Arsi,Weyna Dega,7,25.818,38,47.747,icr117178,2.43398585,0.172161083,2.455892184,0.177805316,61.61117918,10.95129368,21.07955906,3506.2.1.20,3506.2.1.20,7.4303,38.79578333
3506,2,3,20,0-20cm,W. Arsi,Weyna Dega,7,25.86,38,47.724,icr117180,2.90014001,0.208414017,2.908816728,0.216845188,64.09224386,9.967047869,22.98128359,3506.2.3.20,3506.2.3.20,7.431,38.7954
